term_str,n,n_chars,p,i,max_pos,n_pos,max_pos_group,stop,stem_porter,stem_snowball,stem_lancaster,tfidf_mean,dfidf
miscellaneous,5,13,6.412484337507005e-06,17.250685172382816,JJ,1,JJ,0,miscellan,miscellan,miscel,0.023400415308386432,28.639602272815992
mischief,4,8,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,mischief,mischief,mischief,0.08415942505033708,24.199394197802246
mischiefs,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mischief,mischief,mischief,0.04024924274725281,8.049848549450562
mischievous,1,11,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,mischiev,mischiev,mischiev,0.023198410805333032,8.049848549450562
mischievously,1,13,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mischiev,mischiev,mischiev,0.1437472955259029,8.049848549450562
miscomprehension,1,16,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,miscomprehens,miscomprehens,miscomprehend,0.09252699482127083,8.049848549450562
misconceptions,1,14,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,misconcept,misconcept,misconceiv,0.045223868255340235,8.049848549450562
misdeeds,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,misde,misde,misdee,0.02118381197223832,8.049848549450562
miser,3,5,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,miser,miser,mis,0.0198728683512447,19.394658146188217
miserable,24,9,3.077992482003363e-05,14.987650766549022,JJ,6,JJ,0,miser,miser,mis,0.025767874487242038,81.10459164805162
miserably,11,9,1.4107465542515412e-05,16.11318164863288,RB,3,RB,0,miser,miser,mis,0.05244502190134675,50.49458623894591
miseries,1,8,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,miseri,miseri,misery,0.08385258905677669,8.049848549450562
misery,12,6,1.5389962410016814e-05,15.987650766549022,NN,2,NN,0,miseri,miseri,misery,0.024026432076010587,50.49458623894591
misfits,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,misfit,misfit,misfit,0.023816119968788647,8.049848549450562
misfortune,6,10,7.694981205008407e-06,16.987650766549024,NN,1,NN,0,misfortun,misfortun,misfortun,0.02632154740892934,32.789316292376434
misfortunes,2,11,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,misfortun,misfortun,misfortun,0.0366233272744492,14.099697098901123
misgivings,1,10,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,misgiv,misgiv,misg,0.02118381197223832,8.049848549450562
misguided,1,9,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,misguid,misguid,misguid,0.019350597474640775,8.049848549450562
mishap,3,6,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,mishap,mishap,mishap,0.07167728510839878,19.394658146188217
misjudged,2,9,2.5649937350028022e-06,18.572613267270178,VBD,1,VB,0,misjudg,misjudg,misjudg,0.03468087492024254,14.099697098901123
mislaid,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mislaid,mislaid,mislaid,0.04791576517530096,8.049848549450562
mislay,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mislay,mislay,mislay,0.03779271619460358,8.049848549450562
misled,1,6,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,misl,misl,misl,0.01701870729270732,8.049848549450562
misogynist,2,10,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,misogynist,misogynist,misogyn,0.16947049577790657,8.049848549450562
misogyny,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,misogyni,misogyni,misogyny,0.013218142117324404,8.049848549450562
mispronounced,1,13,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,mispronounc,mispronounc,mispronount,0.03120096336996342,8.049848549450562
misrepresented,1,14,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,misrepres,misrepres,misrepres,0.01701870729270732,8.049848549450562
miss,392,4,0.0005027387720605493,10.95790342315497,NNP,6,NN,0,miss,miss,miss,0.03828396397767535,138.50988227184087
missed,46,6,5.899485590506445e-05,14.049051311213166,VBD,4,VB,0,miss,miss,miss,0.027571706228290305,102.21979363769583
misses,1,6,1.2824968675014011e-06,19.572613267270178,VBZ,1,VB,0,miss,miss,miss,0.020747032343944746,8.049848549450562
missiles,1,8,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,missil,missil,missil,0.059190062863607076,8.049848549450562
missing,14,7,1.7954956145019616e-05,15.765258345212574,VBG,3,VB,0,miss,miss,miss,0.022896644463914644,56.542314807023104
mission,4,7,5.1299874700056045e-06,17.572613267270178,NN,1,NN,0,mission,mission,miss,0.03125449316533945,24.199394197802246
missionaries,1,12,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,missionari,missionari,miss,0.03425467467851303,8.049848549450562
missionary,1,10,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,missionari,missionari,miss,0.8049848549450562,8.049848549450562
missis,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,missi,missi,miss,0.059190062863607076,8.049848549450562
mississippi,2,11,2.5649937350028022e-06,18.572613267270178,NNP,1,NN,0,mississippi,mississippi,mississipp,0.08077951462912102,14.099697098901123
misstatements,1,13,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,misstat,misstat,misst,0.03926755389975884,8.049848549450562
mist,53,4,6.797233397757425e-05,13.84469281270698,NN,2,NN,0,mist,mist,mist,0.01820519997282636,109.11681818252796
mistah,2,6,2.5649937350028022e-06,18.572613267270178,NNP,2,NN,0,mistah,mistah,mistah,0.15188393489529362,8.049848549450562
mistake,46,7,5.899485590506445e-05,14.049051311213166,NN,2,NN,0,mistak,mistak,mistak,0.026018211987910465,106.47299936826509
mistaken,25,8,3.206242168753503e-05,14.928757077495455,VBN,9,VB,0,mistaken,mistaken,mistak,0.03322692352558819,76.80815366010782
mistakenutterly,1,15,1.2824968675014011e-06,19.572613267270178,RB,1,RB,0,mistakenutterli,mistakenutt,mistakenut,0.045737775849150925,8.049848549450562
mistakes,6,8,7.694981205008407e-06,16.987650766549024,NNS,2,NN,0,mistak,mistak,mistak,0.045555294371291986,32.789316292376434
mistaking,2,9,2.5649937350028022e-06,18.572613267270178,VBG,1,VB,0,mistak,mistak,mistak,0.01895590947771517,14.099697098901123
mistbut,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mistbut,mistbut,mistbut,0.017386281964256074,8.049848549450562
mister,7,6,8.977478072509808e-06,16.765258345212576,NN,2,NN,0,mister,mister,mist,0.04842177547287807,32.789316292376434
misterout,1,9,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,misterout,misterout,misterout,0.07187364776295145,8.049848549450562
mistletoe,1,9,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,mistleto,mistleto,mistleto,0.02223715068908995,8.049848549450562
mistook,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mistook,mistook,mistook,0.017730943941521065,8.049848549450562
mistreated,1,10,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,mistreat,mistreat,mist,0.013218142117324404,8.049848549450562
mistress,20,8,2.564993735002802e-05,15.250685172382816,NN,2,NN,0,mistress,mistress,mistress,0.02204675764904509,67.36055703940377
mistresses,2,10,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,mistress,mistress,mistress,0.04008305771675638,14.099697098901123
mistrust,1,8,1.2824968675014011e-06,19.572613267270178,VBP,1,VB,0,mistrust,mistrust,mistrust,0.15188393489529362,8.049848549450562
mists,5,5,6.412484337507005e-06,17.250685172382816,NNS,2,NN,0,mist,mist,mist,0.018427601711641123,28.639602272815992
misty,13,5,1.6672459277518214e-05,15.872173549129087,JJ,3,JJ,0,misti,misti,misty,0.04375190243262094,53.57863258475287
misunderstand,2,13,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,misunderstand,misunderstand,misunderstand,0.04041218229889693,14.099697098901123
misunderstanding,8,16,1.0259974940011209e-05,16.572613267270178,NN,3,NN,0,misunderstand,misunderstand,misunderstand,0.03154865097679296,32.789316292376434
misunderstood,6,13,7.694981205008407e-06,16.987650766549024,VBN,3,VB,0,misunderstood,misunderstood,misunderstood,0.1206192585318565,32.789316292376434
mitchell,1,8,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,mitchel,mitchel,mitchel,0.06388768690040128,8.049848549450562
mitchells,1,9,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,mitchel,mitchel,mitchel,0.06388768690040128,8.049848549450562
mitigation,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mitig,mitig,mitig,0.04259179126693419,8.049848549450562
mitre,1,5,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mitr,mitr,mit,0.016982802846942112,8.049848549450562
mitten,1,6,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,mitten,mitten,mit,0.06240192673992684,8.049848549450562
mittens,2,7,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,mitten,mitten,mit,0.029446088726777286,14.099697098901123
miura,1,5,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,miura,miura,miur,0.018985491861911702,8.049848549450562
miuras,2,6,2.5649937350028022e-06,18.572613267270178,NNP,1,NN,0,miura,miura,miura,0.0453512594335243,8.049848549450562
mix,10,3,1.282496867501401e-05,16.250685172382816,VB,3,VB,0,mix,mix,mix,0.019908542973672977,47.279204545631984
mixed,19,5,2.4367440482526622e-05,15.324685753826593,JJ,3,JJ,0,mix,mix,mix,0.031767699222779805,56.542314807023104
mixing,5,6,6.412484337507005e-06,17.250685172382816,VBG,3,VB,0,mix,mix,mix,0.021809551140591226,28.639602272815992
mixture,18,7,2.308494361502522e-05,15.402688265827866,NN,1,NN,0,mixtur,mixtur,mixt,0.025574501213626383,62.14436930763064
miz,1,3,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,miz,miz,miz,0.07594196744764681,8.049848549450562
mo,1,2,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,mo,mo,mo,0.013218142117324404,8.049848549450562
moan,4,4,5.1299874700056045e-06,17.572613267270178,NN,1,NN,0,moan,moan,moan,0.026886213191779352,24.199394197802246
moaned,3,6,3.8474906025042036e-06,17.987650766549024,VBD,3,VB,0,moan,moan,moan,0.04722951041908324,19.394658146188217
moanin,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,moanin,moanin,moanin,0.08749835379837567,8.049848549450562
moaning,1,7,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,moan,moan,moan,0.11838012572721415,8.049848549450562
mob,4,3,5.1299874700056045e-06,17.572613267270178,NN,1,NN,0,mob,mob,mob,0.05936253641684608,24.199394197802246
mobbed,1,6,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,mob,mob,mob,0.04304731844625969,8.049848549450562
mobile,4,6,5.1299874700056045e-06,17.572613267270178,JJ,2,JJ,0,mobil,mobil,mobl,0.05671323563846827,24.199394197802246
mobs,1,4,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mob,mob,mob,0.016982802846942112,8.049848549450562
moccasin,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,moccasin,moccasin,moccasin,0.017730943941521065,8.049848549450562
moccasined,1,10,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,moccasin,moccasin,moccasin,0.06240192673992684,8.049848549450562
moccasins,2,9,2.5649937350028022e-06,18.572613267270178,NNS,1,NN,0,moccasin,moccasin,moccasin,0.012565702275641046,14.099697098901123
mock,3,4,3.8474906025042036e-06,17.987650766549024,NN,2,NN,0,mock,mock,mock,0.02329797343281222,19.394658146188217
mocked,2,6,2.5649937350028022e-06,18.572613267270178,VBD,2,VB,0,mock,mock,mock,0.016980464497144104,14.099697098901123
mockery,7,7,8.977478072509808e-06,16.765258345212576,NN,1,NN,0,mockeri,mockeri,mockery,0.038673512993056706,36.6974553917507
mocking,7,7,8.977478072509808e-06,16.765258345212576,VBG,2,VB,0,mock,mock,mock,0.03954507982999087,36.6974553917507
mockingly,2,9,2.5649937350028022e-06,18.572613267270178,RB,2,RB,0,mockingli,mock,mock,0.047352973211381724,14.099697098901123
mode,2,4,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,mode,mode,mod,0.04415451029785096,14.099697098901123
model,8,5,1.0259974940011209e-05,16.572613267270178,NN,1,NN,0,model,model,model,0.038673567636501205,36.6974553917507
modelling,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,model,model,model,0.040048997758460506,8.049848549450562
models,2,6,2.5649937350028022e-06,18.572613267270178,NNS,1,NN,0,model,model,model,0.06821785489302919,14.099697098901123
moderate,3,8,3.8474906025042036e-06,17.987650766549024,JJ,2,JJ,0,moder,moder,mod,0.03204555524417429,19.394658146188217
moderately,2,10,2.5649937350028022e-06,18.572613267270178,RB,1,RB,0,moder,moder,mod,0.011145080769403553,14.099697098901123
moderates,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,moder,moder,mod,0.016982802846942112,8.049848549450562
moderation,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,moder,moder,mod,0.016982802846942112,8.049848549450562
modern,37,6,4.745238409755184e-05,14.363159901641229,JJ,1,JJ,0,modern,modern,modern,0.021940080975607436,94.2887386152613
moderns,8,7,1.0259974940011209e-05,16.572613267270178,NNS,2,NN,0,modern,modern,modern,0.021823992021214635,40.39878839560449
modes,1,5,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,mode,mode,mod,0.016982802846942112,8.049848549450562
modest,7,6,8.977478072509808e-06,16.765258345212576,JJ,4,JJ,0,modest,modest,modest,0.020500439807255428,36.6974553917507
modestly,3,8,3.8474906025042036e-06,17.987650766549024,RB,1,RB,0,modestli,modest,modest,0.022168622774433367,19.394658146188217
modesty,2,7,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,modesti,modesti,modesty,0.021724970678161523,14.099697098901123
modicum,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,modicum,modicum,modic,0.11027189793767893,8.049848549450562
modish,1,6,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,modish,modish,mod,0.030262588531769028,8.049848549450562
modulated,1,9,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,modul,modul,mod,0.01677051781135534,8.049848549450562
modulation,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,modul,modul,mod,0.01677051781135534,8.049848549450562
modulations,1,11,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,modul,modul,mod,0.07453563471713483,8.049848549450562
moffatt,1,7,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,moffatt,moffatt,moffat,0.06491813346331099,8.049848549450562
moggridge,13,9,1.6672459277518214e-05,15.872173549129087,NNP,1,NN,0,moggridg,moggridg,moggridg,0.2890829589581694,8.049848549450562
mohammedan,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mohammedan,mohammedan,moham,0.01769197483395728,8.049848549450562
mohammedans,1,11,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,mohammedan,mohammedan,moham,0.012233812385183226,8.049848549450562
mohicans,2,8,2.5649937350028022e-06,18.572613267270178,NNP,1,NN,0,mohican,mohican,moh,0.0884598741697864,8.049848549450562
moist,5,5,6.412484337507005e-06,17.250685172382816,NN,2,NN,0,moist,moist,moist,0.025480895781510797,28.639602272815992
moistened,1,9,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,moisten,moisten,moist,0.13643811100763664,8.049848549450562
moisture,7,8,8.977478072509808e-06,16.765258345212576,NN,2,NN,0,moistur,moistur,moist,0.05882145146193383,36.6974553917507
molars,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,molar,molar,mol,0.030262588531769028,8.049848549450562
molded,1,6,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,mold,mold,mold,0.02118381197223832,8.049848549450562
moldered,1,8,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,molder,molder,mold,0.020747032343944746,8.049848549450562
moldy,1,5,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,moldi,moldi,moldy,0.16428262345817474,8.049848549450562
mole,1,4,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mole,mole,mol,0.04763223993757729,8.049848549450562
molecular,1,9,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,molecular,molecular,molecul,0.02353756885804258,8.049848549450562
moles,1,5,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mole,mole,mol,0.01677051781135534,8.049848549450562
molested,1,8,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,molest,molest,molest,0.03985073539331962,8.049848549450562
moliere,1,7,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,molier,molier,moly,0.02854556223209419,8.049848549450562
moll,2,4,2.5649937350028022e-06,18.572613267270178,NNP,1,NN,0,moll,moll,mol,0.05127292069713734,8.049848549450562
mollified,1,9,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,mollifi,mollifi,moll,0.01701870729270732,8.049848549450562
mollifying,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mollifi,mollifi,moll,0.01769197483395728,8.049848549450562
molly,2,5,2.5649937350028022e-06,18.572613267270178,RB,2,RB,0,molli,molli,mol,0.02876281017656177,14.099697098901123
molten,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,molten,molten,molt,0.013218142117324404,8.049848549450562
moment,580,6,0.0007438481831508126,10.392704177255244,NN,4,NN,0,moment,moment,mom,0.013806716277596545,112.01831360520372
momentabsolutely,1,16,1.2824968675014011e-06,19.572613267270178,RB,1,RB,0,momentabsolut,momentabsolut,momentabsolv,0.025555074760160515,8.049848549450562
momentarily,11,11,1.4107465542515412e-05,16.11318164863288,RB,3,RB,0,momentarili,momentarili,mom,0.02840405966928699,43.919311932074244
momentary,24,9,3.077992482003363e-05,14.987650766549022,JJ,3,JJ,0,momentari,momentari,mom,0.029136173375307692,81.10459164805162
momentbut,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,momentbut,momentbut,momentbut,0.04763223993757729,8.049848549450562
momentoh,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,momentoh,momentoh,momentoh,0.050311553434066014,8.049848549450562
momentous,3,9,3.8474906025042036e-06,17.987650766549024,JJ,1,JJ,0,moment,moment,mom,0.042964737602303814,19.394658146188217
moments,91,7,0.0001167072149426275,13.064818627071482,NNS,5,NN,0,moment,moment,mom,0.015823464207631793,129.26578392514818
momentum,3,8,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,momentum,momentum,moment,0.024209972814710216,19.394658146188217
mon,3,3,3.8474906025042036e-06,17.987650766549024,NN,3,NN,0,mon,mon,mon,0.19136459045630358,19.394658146188217
monarch,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,monarch,monarch,monarch,0.019350597474640775,8.049848549450562
monastery,10,9,1.282496867501401e-05,16.250685172382816,NN,1,NN,0,monasteri,monasteri,monastery,0.10112711220862357,24.199394197802246
monastic,2,8,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,monast,monast,monast,0.04095168837687477,14.099697098901123
moncrief,10,8,1.282496867501401e-05,16.250685172382816,NNP,1,NN,0,moncrief,moncrief,moncrief,0.6896907841208062,19.394658146188217
monday,13,6,1.6672459277518214e-05,15.872173549129087,NNP,2,NN,0,monday,monday,monday,0.022234135283604444,53.57863258475287
mondayfrom,1,10,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,mondayfrom,mondayfrom,mondayfrom,0.05127292069713734,8.049848549450562
mondays,1,7,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,monday,monday,monday,0.025077409811372468,8.049848549450562
mondaythere,1,11,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,mondayther,mondayther,mondayth,0.017386281964256074,8.049848549450562
monde,1,5,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mond,mond,mond,0.1059190598611916,8.049848549450562
money,224,5,0.00028727929832031386,11.765258345212574,NN,6,NN,0,money,money,money,0.03163882864173257,139.80073966335948
